Year,Period,Week Ending,State,State ANSI,Watershed,CV (%),ADDED & REPLACED,"INVENTORY, MAX","LOSS, COLONY COLLAPSE DISORDER","LOSS, DEADOUT",INVENTORY
2015,JAN THRU MAR,NA,SOUTH DAKOTA,46,NA,NA,8500,97000,NA,4600,NA
2015,JAN THRU MAR,NA,TENNESSEE,47,NA,NA,1000,9500,NA,2000,NA
2015,JAN THRU MAR,NA,TEXAS,48,NA,NA,82000,250000,NA,26000,NA
2015,JAN THRU MAR,NA,UTAH,49,NA,NA,2500,24000,NA,3300,NA
2015,JAN THRU MAR,NA,VERMONT,50,NA,NA,1200,5500,NA,700,NA
2015,JAN THRU MAR,NA,VIRGINIA,51,NA,NA,800,9000,NA,2500,NA
2015,JAN THRU MAR,NA,WASHINGTON,53,NA,NA,13500,105000,NA,14000,NA
2015,JAN THRU MAR,NA,WEST VIRGINIA,54,NA,NA,570,6000,NA,1800,NA
2015,JAN THRU MAR,NA,WISCONSIN,55,NA,NA,3100,29000,NA,8000,NA
2015,JAN THRU MAR,NA,WYOMING,56,NA,NA,2000,12000,NA,2000,NA
2015,APR THRU JUN,NA,ALABAMA,1,NA,NA,1900,7500,NA,860,NA
2015,APR THRU JUN,NA,ARIZONA,4,NA,NA,19500,33000,NA,5500,NA
2015,APR THRU JUN,NA,ARKANSAS,5,NA,NA,11500,13500,NA,1900,NA
2015,APR THRU JUN,NA,CALIFORNIA,6,NA,NA,170000,1050000,NA,104000,NA
2015,APR THRU JUN,NA,COLORADO,8,NA,NA,6000,25000,NA,1900,NA
2015,APR THRU JUN,NA,CONNECTICUT,9,NA,NA,1100,3000,NA,80,NA
2015,APR THRU JUN,NA,FLORIDA,12,NA,NA,44000,215000,NA,35000,NA
2015,APR THRU JUN,NA,GEORGIA,13,NA,NA,25000,124000,NA,23000,NA
2015,APR THRU JUN,NA,HAWAII,15,NA,NA,1100,13500,NA,120,NA
2015,APR THRU JUN,NA,IDAHO,16,NA,NA,16500,72000,NA,6500,NA
2015,APR THRU JUN,NA,ILLINOIS,17,NA,NA,6000,9500,NA,1300,NA
2015,APR THRU JUN,NA,INDIANA,18,NA,NA,4900,12500,NA,1300,NA
2015,APR THRU JUN,NA,IOWA,19,NA,NA,6500,24000,NA,1400,NA
2015,APR THRU JUN,NA,KANSAS,20,NA,NA,2800,7000,NA,670,NA
2015,APR THRU JUN,NA,KENTUCKY,21,NA,NA,3600,8500,NA,980,NA
2015,APR THRU JUN,NA,LOUISIANA,22,NA,NA,6500,45000,NA,1800,NA
2015,APR THRU JUN,NA,MAINE,23,NA,NA,3500,30000,NA,3200,NA
2015,APR THRU JUN,NA,MARYLAND,24,NA,NA,2600,11000,NA,370,NA
2015,APR THRU JUN,NA,MASSACHUSETTS,25,NA,NA,940,14000,NA,320,NA
2015,APR THRU JUN,NA,MICHIGAN,26,NA,NA,13500,88000,NA,9500,NA
2015,APR THRU JUN,NA,MINNESOTA,27,NA,NA,20000,125000,NA,12500,NA
2015,APR THRU JUN,NA,MISSISSIPPI,28,NA,NA,5500,89000,NA,11000,NA
2015,APR THRU JUN,NA,MISSOURI,29,NA,NA,1900,12500,NA,500,NA
2015,APR THRU JUN,NA,MONTANA,30,NA,NA,14000,210000,NA,4200,NA
2015,APR THRU JUN,NA,NEBRASKA,31,NA,NA,15500,68000,NA,4100,NA
2015,APR THRU JUN,NA,NEW JERSEY,34,NA,NA,2100,19000,NA,1800,NA
2015,APR THRU JUN,NA,NEW MEXICO,35,NA,NA,1500,8500,NA,1000,NA
2015,APR THRU JUN,NA,NEW YORK,36,NA,NA,11000,34000,NA,1100,NA
2015,APR THRU JUN,NA,NORTH CAROLINA,37,NA,NA,5500,23000,NA,1800,NA
2015,APR THRU JUN,NA,NORTH DAKOTA,38,NA,NA,39000,450000,NA,29000,NA
2015,APR THRU JUN,NA,OHIO,39,NA,NA,10000,19000,NA,2100,NA
2015,APR THRU JUN,NA,OKLAHOMA,40,NA,NA,5500,27000,NA,2200,NA
2015,APR THRU JUN,NA,OREGON,41,NA,NA,14500,95000,NA,5500,NA
2015,APR THRU JUN,NA,PENNSYLVANIA,42,NA,NA,8500,19000,NA,1600,NA
2015,APR THRU JUN,NA,SOUTH CAROLINA,45,NA,NA,1100,18500,NA,950,NA
2015,APR THRU JUN,NA,SOUTH DAKOTA,46,NA,NA,27000,290000,NA,21000,NA
2015,APR THRU JUN,NA,TENNESSEE,47,NA,NA,3600,7500,NA,730,NA
2015,APR THRU JUN,NA,TEXAS,48,NA,NA,76000,315000,NA,33000,NA
2015,APR THRU JUN,NA,UTAH,49,NA,NA,10000,27000,NA,3400,NA
2015,APR THRU JUN,NA,VERMONT,50,NA,NA,580,6000,NA,100,NA
2015,APR THRU JUN,NA,VIRGINIA,51,NA,NA,2100,7500,NA,270,NA
2015,APR THRU JUN,NA,WASHINGTON,53,NA,NA,15000,127000,NA,5000,NA
2015,APR THRU JUN,NA,WEST VIRGINIA,54,NA,NA,2900,4700,NA,570,NA
2015,APR THRU JUN,NA,WISCONSIN,55,NA,NA,10000,65000,NA,4600,NA
2015,APR THRU JUN,NA,WYOMING,56,NA,NA,7500,25000,NA,3200,NA
2015,JUL THRU SEP,NA,ALABAMA,1,NA,NA,160,9000,NA,1400,NA
2015,JUL THRU SEP,NA,ARIZONA,4,NA,NA,4300,40000,NA,6000,NA
2015,JUL THRU SEP,NA,ARKANSAS,5,NA,NA,500,30000,NA,9000,NA
2015,JUL THRU SEP,NA,CALIFORNIA,6,NA,NA,40000,800000,NA,76000,NA
2015,JUL THRU SEP,NA,COLORADO,8,NA,NA,1400,30000,NA,4500,NA
2015,JUL THRU SEP,NA,CONNECTICUT,9,NA,NA,190,3700,NA,50,NA
2015,JUL THRU SEP,NA,FLORIDA,12,NA,NA,37000,220000,NA,36000,NA
2015,JUL THRU SEP,NA,GEORGIA,13,NA,NA,19500,110000,NA,13000,NA
2015,JUL THRU SEP,NA,HAWAII,15,NA,NA,1200,14500,NA,2700,NA
2015,JUL THRU SEP,NA,IDAHO,16,NA,NA,5500,128000,NA,14000,NA
2015,JUL THRU SEP,NA,ILLINOIS,17,NA,NA,1300,14000,NA,1400,NA
2015,JUL THRU SEP,NA,INDIANA,18,NA,NA,1400,15000,NA,1600,NA
2015,JUL THRU SEP,NA,IOWA,19,NA,NA,640,37000,NA,3000,NA
2015,JUL THRU SEP,NA,KANSAS,20,NA,NA,100,9500,NA,1000,NA
2015,JUL THRU SEP,NA,KENTUCKY,21,NA,NA,170,10000,NA,1300,NA
2015,JUL THRU SEP,NA,LOUISIANA,22,NA,NA,2300,55000,NA,2000,NA
2015,JUL THRU SEP,NA,MAINE,23,NA,NA,410,6000,NA,450,NA
2015,JUL THRU SEP,NA,MARYLAND,24,NA,NA,730,7500,NA,680,NA
2015,JUL THRU SEP,NA,MASSACHUSETTS,25,NA,NA,290,7500,NA,560,NA
2015,JUL THRU SEP,NA,MICHIGAN,26,NA,NA,3300,89000,NA,7000,NA
2015,JUL THRU SEP,NA,MINNESOTA,27,NA,NA,640,136000,NA,32000,NA
2015,JUL THRU SEP,NA,MISSISSIPPI,28,NA,NA,260,34000,NA,3500,NA
2015,JUL THRU SEP,NA,MISSOURI,29,NA,NA,700,14000,NA,1200,NA
2015,JUL THRU SEP,NA,MONTANA,30,NA,NA,3200,156000,NA,10500,NA
2015,JUL THRU SEP,NA,NEBRASKA,31,NA,NA,500,77000,NA,6000,NA
2015,JUL THRU SEP,NA,NEW JERSEY,34,NA,NA,190,18500,NA,210,NA
2015,JUL THRU SEP,NA,NEW MEXICO,35,NA,NA,1300,6500,NA,1600,NA
2015,JUL THRU SEP,NA,NEW YORK,36,NA,NA,4400,47000,NA,6500,NA
2015,JUL THRU SEP,NA,NORTH CAROLINA,37,NA,NA,2500,24000,NA,2900,NA
2015,JUL THRU SEP,NA,NORTH DAKOTA,38,NA,NA,11000,500000,NA,93000,NA
2015,JUL THRU SEP,NA,OHIO,39,NA,NA,2300,23000,NA,1900,NA
2015,JUL THRU SEP,NA,OKLAHOMA,40,NA,NA,160,22000,NA,230,NA
2015,JUL THRU SEP,NA,OREGON,41,NA,NA,8000,100000,NA,8500,NA
2015,JUL THRU SEP,NA,PENNSYLVANIA,42,NA,NA,1800,25000,NA,1800,NA
2015,JUL THRU SEP,NA,SOUTH CAROLINA,45,NA,NA,880,12000,NA,2000,NA
2015,JUL THRU SEP,NA,SOUTH DAKOTA,46,NA,NA,2100,295000,NA,53000,NA
2015,JUL THRU SEP,NA,TENNESSEE,47,NA,NA,500,10000,NA,1200,NA
2015,JUL THRU SEP,NA,TEXAS,48,NA,NA,5500,136000,NA,16500,NA
2015,JUL THRU SEP,NA,UTAH,49,NA,NA,1400,36000,NA,8000,NA
2015,JUL THRU SEP,NA,VERMONT,50,NA,NA,30,6500,NA,40,NA
2015,JUL THRU SEP,NA,VIRGINIA,51,NA,NA,520,8000,NA,680,NA
2015,JUL THRU SEP,NA,WASHINGTON,53,NA,NA,1800,97000,NA,11500,NA
2015,JUL THRU SEP,NA,WEST VIRGINIA,54,NA,NA,300,7000,NA,300,NA
2015,JUL THRU SEP,NA,WISCONSIN,55,NA,NA,1300,62000,NA,9000,NA
2015,JUL THRU SEP,NA,WYOMING,56,NA,NA,270,35000,NA,2500,NA
2015,OCT THRU DEC,NA,ALABAMA,1,NA,NA,80,8000,NA,610,NA
2015,OCT THRU DEC,NA,ARIZONA,4,NA,NA,3000,39000,NA,12000,NA
2015,OCT THRU DEC,NA,ARKANSAS,5,NA,NA,1900,27000,NA,2400,NA
2015,OCT THRU DEC,NA,CALIFORNIA,6,NA,NA,39000,1260000,NA,149000,NA
2015,OCT THRU DEC,NA,COLORADO,8,NA,NA,3400,24000,NA,2500,NA
2015,OCT THRU DEC,NA,CONNECTICUT,9,NA,NA,40,3200,NA,210,NA
2015,OCT THRU DEC,NA,FLORIDA,12,NA,NA,30000,260000,NA,37000,NA
2015,OCT THRU DEC,NA,GEORGIA,13,NA,NA,4400,121000,NA,18000,NA
2015,OCT THRU DEC,NA,HAWAII,15,NA,NA,2700,13000,NA,690,NA
2015,OCT THRU DEC,NA,IDAHO,16,NA,NA,5500,145000,NA,22000,NA
2015,OCT THRU DEC,NA,ILLINOIS,17,NA,NA,0,14000,NA,690,NA
2015,OCT THRU DEC,NA,INDIANA,18,NA,NA,140,11500,NA,1100,NA
2015,OCT THRU DEC,NA,IOWA,19,NA,NA,40,35000,NA,4300,NA
2015,OCT THRU DEC,NA,KANSAS,20,NA,NA,50,8500,NA,3400,NA
2015,OCT THRU DEC,NA,KENTUCKY,21,NA,NA,20,8500,NA,1100,NA
2015,OCT THRU DEC,NA,LOUISIANA,22,NA,NA,1100,71000,NA,4900,NA
2015,OCT THRU DEC,NA,MAINE,23,NA,NA,530,4700,NA,60,NA
2015,OCT THRU DEC,NA,MARYLAND,24,NA,NA,0,9500,NA,730,NA
2015,OCT THRU DEC,NA,MASSACHUSETTS,25,NA,NA,30,4500,NA,260,NA
2015,OCT THRU DEC,NA,MICHIGAN,26,NA,NA,210,73000,NA,9000,NA
2015,OCT THRU DEC,NA,MINNESOTA,27,NA,NA,600,105000,NA,10000,NA
2015,OCT THRU DEC,NA,MISSISSIPPI,28,NA,NA,500,34000,NA,1500,NA
2015,OCT THRU DEC,NA,MISSOURI,29,NA,NA,30,13500,NA,690,NA
2015,OCT THRU DEC,NA,MONTANA,30,NA,NA,1000,123000,NA,10000,NA
2015,OCT THRU DEC,NA,NEBRASKA,31,NA,NA,10,73000,NA,7000,NA
2015,OCT THRU DEC,NA,NEW JERSEY,34,NA,NA,20,8500,NA,270,NA
2015,OCT THRU DEC,NA,NEW MEXICO,35,NA,NA,290,6000,NA,290,NA
2015,OCT THRU DEC,NA,NEW YORK,36,NA,NA,260,45000,NA,4000,NA
2015,OCT THRU DEC,NA,NORTH CAROLINA,37,NA,NA,510,22000,NA,2200,NA
2015,OCT THRU DEC,NA,NORTH DAKOTA,38,NA,NA,2700,275000,NA,35000,NA
2015,OCT THRU DEC,NA,OHIO,39,NA,NA,200,19000,NA,2400,NA
2015,OCT THRU DEC,NA,OKLAHOMA,40,NA,NA,290,10000,NA,650,NA
2015,OCT THRU DEC,NA,OREGON,41,NA,NA,200,114000,NA,8500,NA
2015,OCT THRU DEC,NA,PENNSYLVANIA,42,NA,NA,1300,23000,NA,2500,NA
2015,OCT THRU DEC,NA,SOUTH CAROLINA,45,NA,NA,640,17500,NA,2200,NA
2015,OCT THRU DEC,NA,SOUTH DAKOTA,46,NA,NA,2400,205000,NA,9000,NA
2015,OCT THRU DEC,NA,TENNESSEE,47,NA,NA,70,10000,NA,1100,NA
2015,OCT THRU DEC,NA,TEXAS,48,NA,NA,13000,250000,NA,25000,NA
2015,OCT THRU DEC,NA,UTAH,49,NA,NA,120,28000,NA,1900,NA
2015,OCT THRU DEC,NA,VERMONT,50,NA,NA,10,6500,NA,940,NA
2015,OCT THRU DEC,NA,VIRGINIA,51,NA,NA,0,7500,NA,750,NA
2015,OCT THRU DEC,NA,WASHINGTON,53,NA,NA,330,89000,NA,6500,NA
2015,OCT THRU DEC,NA,WEST VIRGINIA,54,NA,NA,190,7000,NA,610,NA
2015,OCT THRU DEC,NA,WISCONSIN,55,NA,NA,210,48000,NA,6500,NA
2015,OCT THRU DEC,NA,WYOMING,56,NA,NA,30,25000,NA,1300,NA
2017,MARKETING YEAR,NA,ALABAMA,1,NA,NA,NA,NA,NA,NA,7000
2017,MARKETING YEAR,NA,ARIZONA,4,NA,NA,NA,NA,NA,NA,22000
2017,MARKETING YEAR,NA,ARKANSAS,5,NA,NA,NA,NA,NA,NA,29000
2017,MARKETING YEAR,NA,CALIFORNIA,6,NA,NA,NA,NA,NA,NA,335000
2017,MARKETING YEAR,NA,COLORADO,8,NA,NA,NA,NA,NA,NA,33000
2017,MARKETING YEAR,NA,FLORIDA,12,NA,NA,NA,NA,NA,NA,205000
2017,MARKETING YEAR,NA,GEORGIA,13,NA,NA,NA,NA,NA,NA,99000
2017,MARKETING YEAR,NA,HAWAII,15,NA,NA,NA,NA,NA,NA,12000
2017,MARKETING YEAR,NA,IDAHO,16,NA,NA,NA,NA,NA,NA,95000
2017,MARKETING YEAR,NA,ILLINOIS,17,NA,NA,NA,NA,NA,NA,11000
2017,MARKETING YEAR,NA,INDIANA,18,NA,NA,NA,NA,NA,NA,7000
2017,MARKETING YEAR,NA,IOWA,19,NA,NA,NA,NA,NA,NA,35000
2017,MARKETING YEAR,NA,KANSAS,20,NA,NA,NA,NA,NA,NA,7000
2017,MARKETING YEAR,NA,KENTUCKY,21,NA,NA,NA,NA,NA,NA,5000
2017,MARKETING YEAR,NA,LOUISIANA,22,NA,NA,NA,NA,NA,NA,43000
2017,MARKETING YEAR,NA,MAINE,23,NA,NA,NA,NA,NA,NA,12000
2017,MARKETING YEAR,NA,MICHIGAN,26,NA,NA,NA,NA,NA,NA,87000
2017,MARKETING YEAR,NA,MINNESOTA,27,NA,NA,NA,NA,NA,NA,126000
2017,MARKETING YEAR,NA,MISSISSIPPI,28,NA,NA,NA,NA,NA,NA,13000
2017,MARKETING YEAR,NA,MISSOURI,29,NA,NA,NA,NA,NA,NA,8000
2017,MARKETING YEAR,NA,MONTANA,30,NA,NA,NA,NA,NA,NA,145000
2017,MARKETING YEAR,NA,NEBRASKA,31,NA,NA,NA,NA,NA,NA,42000
2017,MARKETING YEAR,NA,NEW JERSEY,34,NA,NA,NA,NA,NA,NA,13000
2017,MARKETING YEAR,NA,NEW YORK,36,NA,NA,NA,NA,NA,NA,57000
2017,MARKETING YEAR,NA,NORTH CAROLINA,37,NA,NA,NA,NA,NA,NA,11000
2017,MARKETING YEAR,NA,NORTH DAKOTA,38,NA,NA,NA,NA,NA,NA,455000
2017,MARKETING YEAR,NA,OHIO,39,NA,NA,NA,NA,NA,NA,15000
2017,MARKETING YEAR,NA,OREGON,41,NA,NA,NA,NA,NA,NA,78000
2017,MARKETING YEAR,NA,PENNSYLVANIA,42,NA,NA,NA,NA,NA,NA,16000
2017,MARKETING YEAR,NA,SOUTH CAROLINA,45,NA,NA,NA,NA,NA,NA,16000
2017,MARKETING YEAR,NA,SOUTH DAKOTA,46,NA,NA,NA,NA,NA,NA,255000
2017,MARKETING YEAR,NA,TENNESSEE,47,NA,NA,NA,NA,NA,NA,7000
2017,MARKETING YEAR,NA,TEXAS,48,NA,NA,NA,NA,NA,NA,120000
2017,MARKETING YEAR,NA,UTAH,49,NA,NA,NA,NA,NA,NA,27000
2017,MARKETING YEAR,NA,VERMONT,50,NA,NA,NA,NA,NA,NA,7000
2017,MARKETING YEAR,NA,VIRGINIA,51,NA,NA,NA,NA,NA,NA,5000
2017,MARKETING YEAR,NA,WASHINGTON,53,NA,NA,NA,NA,NA,NA,77000
2017,MARKETING YEAR,NA,WEST VIRGINIA,54,NA,NA,NA,NA,NA,NA,6000
2017,MARKETING YEAR,NA,WISCONSIN,55,NA,NA,NA,NA,NA,NA,53000
2017,MARKETING YEAR,NA,WYOMING,56,NA,NA,NA,NA,NA,NA,39000
2017,FIRST OF JAN,NA,ALABAMA,1,NA,NA,NA,NA,NA,NA,7000
2017,FIRST OF JAN,NA,ARIZONA,4,NA,NA,NA,NA,NA,NA,31000
2017,FIRST OF JAN,NA,ARKANSAS,5,NA,NA,NA,NA,NA,NA,18000
2017,FIRST OF JAN,NA,CALIFORNIA,6,NA,NA,NA,NA,NA,NA,1150000
2017,FIRST OF JAN,NA,COLORADO,8,NA,NA,NA,NA,NA,NA,9500
2017,FIRST OF JAN,NA,CONNECTICUT,9,NA,NA,NA,NA,NA,NA,3100
2017,FIRST OF JAN,NA,FLORIDA,12,NA,NA,NA,NA,NA,NA,260000
2017,FIRST OF JAN,NA,GEORGIA,13,NA,NA,NA,NA,NA,NA,123000
2017,FIRST OF JAN,NA,HAWAII,15,NA,NA,NA,NA,NA,NA,13000
2017,FIRST OF JAN,NA,IDAHO,16,NA,NA,NA,NA,NA,NA,95000
2017,FIRST OF JAN,NA,ILLINOIS,17,NA,NA,NA,NA,NA,NA,11000
2017,FIRST OF JAN,NA,INDIANA,18,NA,NA,NA,NA,NA,NA,7000
2017,FIRST OF JAN,NA,IOWA,19,NA,NA,NA,NA,NA,NA,10000
2017,FIRST OF JAN,NA,KANSAS,20,NA,NA,NA,NA,NA,NA,3800
2017,FIRST OF JAN,NA,KENTUCKY,21,NA,NA,NA,NA,NA,NA,6500
2017,FIRST OF JAN,NA,LOUISIANA,22,NA,NA,NA,NA,NA,NA,44000
2017,FIRST OF JAN,NA,MAINE,23,NA,NA,NA,NA,NA,NA,2700
2017,FIRST OF JAN,NA,MARYLAND,24,NA,NA,NA,NA,NA,NA,9000
2017,FIRST OF JAN,NA,MASSACHUSETTS,25,NA,NA,NA,NA,NA,NA,3300
2017,FIRST OF JAN,NA,MICHIGAN,26,NA,NA,NA,NA,NA,NA,29000
2017,FIRST OF JAN,NA,MINNESOTA,27,NA,NA,NA,NA,NA,NA,27000
2017,FIRST OF JAN,NA,MISSISSIPPI,28,NA,NA,NA,NA,NA,NA,31000
2017,FIRST OF JAN,NA,MISSOURI,29,NA,NA,NA,NA,NA,NA,6500
2017,FIRST OF JAN,NA,MONTANA,30,NA,NA,NA,NA,NA,NA,18500
2017,FIRST OF JAN,NA,NEBRASKA,31,NA,NA,NA,NA,NA,NA,7500
2017,FIRST OF JAN,NA,NEW JERSEY,34,NA,NA,NA,NA,NA,NA,6000
2017,FIRST OF JAN,NA,NEW MEXICO,35,NA,NA,NA,NA,NA,NA,5500
2017,FIRST OF JAN,NA,NEW YORK,36,NA,NA,NA,NA,NA,NA,32000
2017,FIRST OF JAN,NA,NORTH CAROLINA,37,NA,NA,NA,NA,NA,NA,16000
2017,FIRST OF JAN,NA,NORTH DAKOTA,38,NA,NA,NA,NA,NA,NA,50000
2017,FIRST OF JAN,NA,OHIO,39,NA,NA,NA,NA,NA,NA,15500
2017,FIRST OF JAN,NA,OKLAHOMA,40,NA,NA,NA,NA,NA,NA,26000
2017,FIRST OF JAN,NA,OREGON,41,NA,NA,NA,NA,NA,NA,71000
2017,FIRST OF JAN,NA,PENNSYLVANIA,42,NA,NA,NA,NA,NA,NA,17000
2017,FIRST OF JAN,NA,SOUTH CAROLINA,45,NA,NA,NA,NA,NA,NA,17000
2017,FIRST OF JAN,NA,SOUTH DAKOTA,46,NA,NA,NA,NA,NA,NA,21000
2017,FIRST OF JAN,NA,TENNESSEE,47,NA,NA,NA,NA,NA,NA,8500
2017,FIRST OF JAN,NA,TEXAS,48,NA,NA,NA,NA,NA,NA,270000
2017,FIRST OF JAN,NA,UTAH,49,NA,NA,NA,NA,NA,NA,16000
2017,FIRST OF JAN,NA,VERMONT,50,NA,NA,NA,NA,NA,NA,6500
2017,FIRST OF JAN,NA,VIRGINIA,51,NA,NA,NA,NA,NA,NA,8000
2017,FIRST OF JAN,NA,WASHINGTON,53,NA,NA,NA,NA,NA,NA,68000
2017,FIRST OF JAN,NA,WEST VIRGINIA,54,NA,NA,NA,NA,NA,NA,5500
2017,FIRST OF JAN,NA,WISCONSIN,55,NA,NA,NA,NA,NA,NA,17000
2017,FIRST OF JAN,NA,WYOMING,56,NA,NA,NA,NA,NA,NA,6500
2017,FIRST OF APR,NA,ALABAMA,1,NA,NA,NA,NA,NA,NA,6500
2017,FIRST OF APR,NA,ARIZONA,4,NA,NA,NA,NA,NA,NA,22000
2017,FIRST OF APR,NA,ARKANSAS,5,NA,NA,NA,NA,NA,NA,17000
2017,FIRST OF APR,NA,CALIFORNIA,6,NA,NA,NA,NA,NA,NA,1140000
2017,FIRST OF APR,NA,COLORADO,8,NA,NA,NA,NA,NA,NA,16500
2017,FIRST OF APR,NA,CONNECTICUT,9,NA,NA,NA,NA,NA,NA,3000
2017,FIRST OF APR,NA,FLORIDA,12,NA,NA,NA,NA,NA,NA,245000
2017,FIRST OF APR,NA,GEORGIA,13,NA,NA,NA,NA,NA,NA,125000
2017,FIRST OF APR,NA,HAWAII,15,NA,NA,NA,NA,NA,NA,12000
2017,FIRST OF APR,NA,IDAHO,16,NA,NA,NA,NA,NA,NA,61000
2017,FIRST OF APR,NA,ILLINOIS,17,NA,NA,NA,NA,NA,NA,12000
2017,FIRST OF APR,NA,INDIANA,18,NA,NA,NA,NA,NA,NA,7500
2017,FIRST OF APR,NA,IOWA,19,NA,NA,NA,NA,NA,NA,12500
2017,FIRST OF APR,NA,KANSAS,20,NA,NA,NA,NA,NA,NA,4400
2017,FIRST OF APR,NA,KENTUCKY,21,NA,NA,NA,NA,NA,NA,6500
2017,FIRST OF APR,NA,LOUISIANA,22,NA,NA,NA,NA,NA,NA,56000
2017,FIRST OF APR,NA,MAINE,23,NA,NA,NA,NA,NA,NA,2200
2017,FIRST OF APR,NA,MARYLAND,24,NA,NA,NA,NA,NA,NA,8000
2017,FIRST OF APR,NA,MASSACHUSETTS,25,NA,NA,NA,NA,NA,NA,1900
2017,FIRST OF APR,NA,MICHIGAN,26,NA,NA,NA,NA,NA,NA,55000
2017,FIRST OF APR,NA,MINNESOTA,27,NA,NA,NA,NA,NA,NA,34000
2017,FIRST OF APR,NA,MISSISSIPPI,28,NA,NA,NA,NA,NA,NA,89000
2017,FIRST OF APR,NA,MISSOURI,29,NA,NA,NA,NA,NA,NA,7000
2017,FIRST OF APR,NA,MONTANA,30,NA,NA,NA,NA,NA,NA,46000
2017,FIRST OF APR,NA,NEBRASKA,31,NA,NA,NA,NA,NA,NA,8500
2017,FIRST OF APR,NA,NEW JERSEY,34,NA,NA,NA,NA,NA,NA,6000
2017,FIRST OF APR,NA,NEW MEXICO,35,NA,NA,NA,NA,NA,NA,7000
2017,FIRST OF APR,NA,NEW YORK,36,NA,NA,NA,NA,NA,NA,25000
2017,FIRST OF APR,NA,NORTH CAROLINA,37,NA,NA,NA,NA,NA,NA,24000
2017,FIRST OF APR,NA,NORTH DAKOTA,38,NA,NA,NA,NA,NA,NA,112000
2017,FIRST OF APR,NA,OHIO,39,NA,NA,NA,NA,NA,NA,13500
2017,FIRST OF APR,NA,OKLAHOMA,40,NA,NA,NA,NA,NA,NA,25000
2017,FIRST OF APR,NA,OREGON,41,NA,NA,NA,NA,NA,NA,84000
2017,FIRST OF APR,NA,PENNSYLVANIA,42,NA,NA,NA,NA,NA,NA,15000
2017,FIRST OF APR,NA,SOUTH CAROLINA,45,NA,NA,NA,NA,NA,NA,20000
2017,FIRST OF APR,NA,SOUTH DAKOTA,46,NA,NA,NA,NA,NA,NA,34000
2017,FIRST OF APR,NA,TENNESSEE,47,NA,NA,NA,NA,NA,NA,8500
2017,FIRST OF APR,NA,TEXAS,48,NA,NA,NA,NA,NA,NA,345000
2017,FIRST OF APR,NA,UTAH,49,NA,NA,NA,NA,NA,NA,19000
2017,FIRST OF APR,NA,VERMONT,50,NA,NA,NA,NA,NA,NA,6000
2017,FIRST OF APR,NA,VIRGINIA,51,NA,NA,NA,NA,NA,NA,8500
2017,FIRST OF APR,NA,WASHINGTON,53,NA,NA,NA,NA,NA,NA,89000
2017,FIRST OF APR,NA,WEST VIRGINIA,54,NA,NA,NA,NA,NA,NA,7500
2017,FIRST OF APR,NA,WISCONSIN,55,NA,NA,NA,NA,NA,NA,18000
2017,FIRST OF APR,NA,WYOMING,56,NA,NA,NA,NA,NA,NA,15000
2016,MARKETING YEAR,NA,ALABAMA,1,NA,NA,NA,NA,NA,NA,7000
2016,MARKETING YEAR,NA,ARIZONA,4,NA,NA,NA,NA,NA,NA,27000
2016,MARKETING YEAR,NA,ARKANSAS,5,NA,NA,NA,NA,NA,NA,24000
2016,MARKETING YEAR,NA,CALIFORNIA,6,NA,NA,NA,NA,NA,NA,310000
2016,MARKETING YEAR,NA,COLORADO,8,NA,NA,NA,NA,NA,NA,32000
2016,MARKETING YEAR,NA,FLORIDA,12,NA,NA,NA,NA,NA,NA,215000
2016,MARKETING YEAR,NA,GEORGIA,13,NA,NA,NA,NA,NA,NA,96000
2016,MARKETING YEAR,NA,HAWAII,15,NA,NA,NA,NA,NA,NA,16000
2016,MARKETING YEAR,NA,IDAHO,16,NA,NA,NA,NA,NA,NA,97000
2016,MARKETING YEAR,NA,ILLINOIS,17,NA,NA,NA,NA,NA,NA,10000
2016,MARKETING YEAR,NA,INDIANA,18,NA,NA,NA,NA,NA,NA,7000
2016,MARKETING YEAR,NA,IOWA,19,NA,NA,NA,NA,NA,NA,37000
2016,MARKETING YEAR,NA,KANSAS,20,NA,NA,NA,NA,NA,NA,7000
2016,MARKETING YEAR,NA,KENTUCKY,21,NA,NA,NA,NA,NA,NA,5000
2016,MARKETING YEAR,NA,LOUISIANA,22,NA,NA,NA,NA,NA,NA,50000
2016,MARKETING YEAR,NA,MAINE,23,NA,NA,NA,NA,NA,NA,12000
2016,MARKETING YEAR,NA,MICHIGAN,26,NA,NA,NA,NA,NA,NA,89000
2016,MARKETING YEAR,NA,MINNESOTA,27,NA,NA,NA,NA,NA,NA,124000
2016,MARKETING YEAR,NA,MISSISSIPPI,28,NA,NA,NA,NA,NA,NA,19000
2016,MARKETING YEAR,NA,MISSOURI,29,NA,NA,NA,NA,NA,NA,8000
2016,MARKETING YEAR,NA,MONTANA,30,NA,NA,NA,NA,NA,NA,159000
2016,MARKETING YEAR,NA,NEBRASKA,31,NA,NA,NA,NA,NA,NA,48000
2016,MARKETING YEAR,NA,NEW JERSEY,34,NA,NA,NA,NA,NA,NA,12000
2016,MARKETING YEAR,NA,NEW YORK,36,NA,NA,NA,NA,NA,NA,64000
2016,MARKETING YEAR,NA,NORTH CAROLINA,37,NA,NA,NA,NA,NA,NA,12000
2016,MARKETING YEAR,NA,NORTH DAKOTA,38,NA,NA,NA,NA,NA,NA,485000
